Well	Sample	Sample Type	Target	Target Type	Dye	Cq	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
E9	2	unkn	GPR15	ref	SYBRGreen I	24.362	1124.55	1054.29	1043.41	1027.44	1024.77	1029.38	996.58	1008.42	1011.16	1027.36	1006.15	1017.74	1005.61	1009.97	1008.75	1004.99	1006.67	1017.55	1007.15	1016.88	1042.1	1117.11	1235.2	1422.05	1732.74	2156.33	2646.02	3003.22	3400.49	3749.66	4016.86	4287.4	4440.56	4621.24	4771.77	4858.1	4970.75	5048.79
E10	2	unkn	GPR15	ref	SYBRGreen I	24.962	828.71	806.07	801.28	786.42	791.93	778.95	786.83	780.86	789.57	792.35	788.49	788.66	782	780.5	784.42	778.31	777.48	787.24	784.78	793.94	812.16	837.05	895.3	997.95	1161.08	1399.28	1644.75	1873.36	2083.99	2294.59	2458.35	2609.02	2714.38	2794.08	2886.62	2950.76	3017.03	3052.33
E11	NTC	ntc	GPR15	ref	SYBRGreen I	-1.0	682.4	652.99	647.59	639.71	638.69	642.07	633.32	642.29	648.17	646.8	651.52	649.64	645.46	655.56	640.7	651.15	656.56	637.89	644.05	647.04	638.52	643.63	648.83	648.28	634.97	620.44	604.37	577.64	571.46	568.13	572.55	549.99	557.67	534.65	542.02	527.75	532.14	535.41
E12	NTC	ntc	GPR15	ref	SYBRGreen I	-1.0	595.15	602.85	607.04	599.47	605.4	603.24	605.57	605.63	602.16	608.05	608.81	599.27	603.99	606.53	593.04	604.38	608.98	598.97	602.03	600.04	587.9	601.15	597.76	590.32	595.39	590.99	583.3	579.94	581.3	576.33	570.6	558.06	551.24	556.73	540.39	543.86	547.29	551.39
F1	2	unkn	Exon 1	toi	SYBRGreen I	-1.0	653.26	656.96	666.42	666.61	666.13	660.7	659.19	663.4	659.34	652.99	652.17	665.99	652.7	657.91	652.57	652.99	651.58	646.59	651.24	651.87	659.44	662.29	669.82	689.25	753.42	832.26	985.43	1227.19	1488.38	1774.5	2061.09	2261.08	2455.53	2593.39	2698.37	2778.25	2836.73	2903.51
F2	2	unkn	Exon 1	toi	SYBRGreen I	-1.0	563.56	552.9	553.89	547.49	545.49	548.86	547.04	545.84	546.67	552.9	538.9	543.78	542.55	545.86	544.45	544.7	543.49	537.07	540.1	543.95	540.34	549.94	554.96	568.47	593.34	645.35	712.79	831.47	975.27	1128.74	1282.45	1399.61	1502.19	1569.51	1635.37	1676.74	1715.06	1741.74
F3	2	unkn	Exon 2	toi	SYBRGreen I	27.179	576.16	557.38	546.09	539.46	532.45	538.23	543.82	542.14	521.72	527.85	532.33	528.11	530.05	533.33	529.68	529.41	524.85	531.51	527.76	535.14	535.25	545.99	559.51	586.26	645	748.18	924.51	1176.67	1491.09	1810.84	2079.42	2295.83	2451.52	2549.01	2616.49	2673.35	2730.15	2754.71
F4	2	unkn	Exon 2	toi	SYBRGreen I	27.338	604.63	569.49	562.71	560.13	553.44	559.95	555.15	556.82	551.05	550.76	548.93	556.72	543.11	552.32	543.01	539.69	544.48	542.64	542.06	548.57	558.63	559.14	577.02	604.19	654.15	771.88	943.46	1205.1	1496.38	1809.85	2064.4	2261.79	2433.51	2524.35	2619.87	2671.86	2714.14	2756.16
F5	2	unkn	Exon 3	toi	SYBRGreen I	27.136	615.23	581.19	574.58	572.34	567.39	569.36	561.55	560.56	559.75	561.83	564.2	555.73	558.29	558.72	554.58	557.24	561.52	555.04	564.19	565.57	565.07	566.12	587.41	618.41	660.59	796.68	966.87	1217.46	1468.71	1721.01	1931.55	2111.73	2259.07	2350.72	2431.92	2502.09	2546.6	2580.49
F6	2	unkn	Exon 3	toi	SYBRGreen I	26.886	746.34	728.43	701.69	701.45	696.25	694.39	691.81	692.63	688.42	693.11	693.11	685.19	681.47	689.51	678.55	685.48	686.33	684.62	675.99	674.95	680.05	688.23	704.23	743.09	787.16	907.78	1104.52	1380.1	1694.59	2014.59	2292.8	2517.18	2686.8	2797.39	2889.84	2967.01	3019.37	3055.36
